100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,
100.0,0.0,100.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0,
100.0,33.33333333333333,100.0,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,100.0,
75.0,50.0,75.0,50.0,75.0,50.0,50.0,75.0,75.0,100.0,
60.0,60.0,60.0,60.0,80.0,60.0,60.0,80.0,60.0,100.0,
50.0,50.0,66.66666666666666,50.0,83.33333333333334,50.0,66.66666666666666,83.33333333333334,50.0,83.33333333333334,
42.857142857142854,57.14285714285714,71.42857142857143,57.14285714285714,85.71428571428571,42.857142857142854,71.42857142857143,85.71428571428571,42.857142857142854,85.71428571428571,
37.5,62.5,75.0,62.5,87.5,50.0,75.0,75.0,37.5,75.0,
33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,77.77777777777779,55.55555555555556,77.77777777777779,77.77777777777779,33.33333333333333,77.77777777777779,
40.0,70.0,70.0,60.0,80.0,50.0,80.0,80.0,40.0,70.0,
45.45454545454545,72.72727272727273,72.72727272727273,63.63636363636363,81.81818181818183,45.45454545454545,81.81818181818183,72.72727272727273,36.36363636363637,63.63636363636363,
50.0,66.66666666666666,66.66666666666666,58.333333333333336,83.33333333333334,50.0,83.33333333333334,75.0,33.33333333333333,58.333333333333336,
53.84615384615385,69.23076923076923,69.23076923076923,61.53846153846154,84.61538461538461,53.84615384615385,84.61538461538461,76.92307692307693,38.46153846153847,53.84615384615385,
50.0,64.28571428571429,71.42857142857143,57.14285714285714,85.71428571428571,57.14285714285714,78.57142857142857,78.57142857142857,42.857142857142854,57.14285714285714,
46.666666666666664,60.0,66.66666666666666,53.333333333333336,80.0,60.0,80.0,80.0,46.666666666666664,53.333333333333336,
50.0,62.5,68.75,56.25,81.25,62.5,81.25,75.0,43.75,56.25,
47.05882352941176,64.70588235294117,70.58823529411765,58.82352941176471,82.35294117647058,64.70588235294117,82.35294117647058,76.47058823529412,41.17647058823529,58.82352941176471,
50.0,66.66666666666666,72.22222222222221,61.111111111111114,83.33333333333334,66.66666666666666,83.33333333333334,72.22222222222221,38.88888888888889,61.111111111111114,
